CLTV,Contract,Dependents,Multiple Lines,Offer,Satisfaction Score,Tenure in Months,Total Charges,Total Revenue,Churn
5521,12,0,0,1.0,4,57,3035.8,4656.88,0
3704,1,0,0,1.0,5,1,48.6,56.59,0
4444,24,0,0,0.0,5,4,280.35,273.72,0
5838,1,0,1,0.0,1,6,438.0,565.38,1
6238,12,1,1,1.0,4,61,3965.05,6362.96,0
3244,1,0,0,0.0,1,1,75.3,79.43,1
4843,1,0,1,0.0,1,1,86.05,124.83,1
4534,12,1,0,0.0,4,45,2264.5,2264.5,0
2860,1,0,1,1.0,1,11,740.8,913.39,1
4753,1,0,1,0.0,1,53,4517.25,5388.04,1
3207,1,0,1,0.0,3,3,210.3,316.92,1
4444,1,1,1,0.0,4,32,2901.8,4453.48,0
5133,12,1,1,0.0,4,64,6721.6,7614.4,0
5997,12,0,0,0.0,5,63,1328.15,3539.58,0
2113,1,0,1,0.0,3,21,1992.55,2514.61,0
3383,1,1,0,0.0,3,1,19.2,37.09,0
5792,12,0,0,1.0,3,67,4119.4,6920.9,0
5785,24,0,1,0.0,2,49,5293.2,5609.25,1
5957,12,0,1,0.0,1,68,6581.9,6716.54,1
3344,12,0,1,1.0,1,47,5275.8,6164.81,1
5420,24,0,1,1.0,3,67,5229.45,5320.57,0
2189,1,0,0,0.0,1,2,142.35,167.39,1
4957,24,0,0,0.0,3,71,3778.2,7208.92,0
4755,24,1,1,0.0,4,72,1709.15,5186.03,0
4291,24,0,0,0.0,3,55,4805.3,6631.85,0
3764,12,1,0,0.0,4,42,2763.35,4651.25,0
5597,24,0,1,1.0,4,31,2807.65,4203.93,0
3080,1,0,0,1.0,4,25,1729.35,2832.1,0
4574,24,1,0,0.0,5,62,1296.15,1445.57,0
2478,12,0,1,0.0,4,48,3435.6,4253.04,0
5634,1,0,0,0.0,4,3,57.2,66.56,0
2692,1,0,0,1.0,5,25,461.3,1218.3,0
3718,1,1,1,1.0,5,40,3015.75,3570.15,0
3007,12,0,0,1.0,3,46,1537.85,1537.85,0
2715,1,0,1,0.0,2,3,334.65,458.55,1
3273,1,0,0,0.0,3,25,2395.7,3220.95,0
6091,24,0,1,0.0,3,72,6468.6,9538.68,0
3160,1,1,1,0.0,3,27,2793.55,3173.44,0
4200,12,1,0,0.0,5,49,3824.2,4268.63,0
5203,1,0,1,1.0,2,2,149.55,237.47,1
5100,1,0,1,0.0,1,2,193.6,272.84,1
5616,12,0,0,0.0,3,30,2308.6,2485.2,0
3555,12,1,1,0.0,5,33,2531.4,3593.87,0
2032,1,0,0,0.0,5,3,232.35,312.93,0
4893,12,0,1,0.0,1,54,5763.3,6240.12,1
4030,1,0,1,1.0,5,18,1395.05,1668.29,0
5721,1,0,1,0.0,3,6,474.9,647.16,1
2076,1,0,0,1.0,1,16,1178.25,1596.17,1
5242,1,0,0,0.0,2,9,751.65,1141.71,1
2539,24,0,0,0.0,3,31,1520.1,1520.1,0
3163,1,1,0,0.0,4,32,1051.05,1051.05,0
4336,12,0,0,1.0,5,16,326.65,990.81,0
6050,12,1,0,0.0,4,53,1068.15,2151.47,0
3964,1,1,0,1.0,2,1,70.45,85.73,1
3051,12,0,0,1.0,2,44,2375.4,2375.4,1
3319,1,0,0,0.0,3,5,383.65,547.7,0
6100,12,0,1,1.0,3,50,5232.9,6272.4,0
4628,12,0,1,1.0,4,52,4354.45,6504.13,0
5955,1,0,0,1.0,3,1,44.1,48.51,1
5168,1,0,1,0.0,3,26,2015.8,2993.4,0
4870,12,0,0,0.0,4,21,1258.35,1413.96,0
3844,12,0,0,0.0,4,42,2049.05,2049.05,0
6395,24,0,0,0.0,3,67,3521.7,3521.7,0
5722,1,0,0,1.0,3,22,1178.75,2055.01,0
4353,12,1,1,0.0,3,60,5774.55,6955.35,0
4829,1,1,0,0.0,3,46,1620.25,1620.25,0
5756,1,1,1,0.0,3,46,3958.85,4146.53,0
6063,24,1,1,0.0,3,72,4760.3,6388.94,0
4131,1,0,0,0.0,3,1,45.15,87.49,0
5689,12,0,0,1.0,3,24,533.9,1393.1,0
4810,1,1,0,1.0,4,49,1838.15,1838.15,0
6161,12,0,1,0.0,3,56,5914.4,7760.48,0
2723,1,0,1,0.0,3,15,378.6,498.0,0
5831,1,0,1,0.0,4,42,2421.75,3555.75,0
2360,1,1,0,0.0,3,12,232.4,528.2,0
5590,1,0,1,0.0,4,41,2237.55,2508.15,0
5038,24,1,0,0.0,5,41,4507.15,5760.93,0
6444,24,1,0,1.0,5,62,1263.9,2563.42,0
6280,24,0,1,1.0,3,70,5289.8,6568.0,0
5891,1,0,1,0.0,5,34,3527.3,4668.0,0
3676,1,0,0,1.0,1,8,742.95,784.63,1
6322,24,0,1,1.0,4,67,5714.2,6296.46,0
2873,1,0,0,1.0,3,12,617.15,617.15,0
3412,24,1,1,1.0,3,24,1857.75,1955.19,0
3575,12,0,0,0.0,3,42,849.9,2476.98,0
4558,24,1,1,0.0,3,72,8093.15,10430.99,0
2577,1,0,0,0.0,5,1,19.15,41.52,0
5347,1,0,0,1.0,2,13,1135.7,1286.29,1
2327,24,1,0,0.0,4,23,857.75,857.75,0
5895,12,1,1,1.0,4,67,7244.7,8500.28,0
2445,1,0,1,1.0,3,9,754.65,932.54,1
3358,1,0,1,1.0,3,46,2459.8,4517.84,0
4444,24,1,1,1.0,3,71,6457.15,8681.58,0
5483,24,0,1,0.0,3,72,6094.25,6963.69,0
2136,12,0,0,1.0,3,8,551.95,714.57,0
5795,24,0,0,0.0,3,56,2560.1,2560.1,0
5880,24,0,1,0.0,3,70,5460.2,8526.9,0
5848,24,0,0,1.0,5,60,1198.8,3076.2,0
4954,1,0,0,0.0,1,1,45.3,45.3,1
2467,1,0,1,0.0,1,4,360.1,386.82,1
5472,24,1,1,0.0,4,31,755.6,973.53,0
2422,1,0,0,1.0,4,33,1462.6,3062.77,0
4791,24,0,0,1.0,5,46,937.1,2444.98,0
5887,12,0,1,1.0,5,64,1601.2,2620.72,0
2831,24,0,0,0.0,4,19,373.5,736.4,0
4295,24,0,1,0.0,3,65,7246.15,10121.1,0
3222,1,1,1,1.0,4,20,1826.7,2667.9,0
3185,1,0,0,1.0,5,14,765.45,1454.53,0
2406,1,0,1,0.0,2,12,1253.9,1556.18,1
5396,24,1,0,0.0,4,52,2554.0,2526.99,0
5824,24,1,1,0.0,3,70,6237.05,6412.05,0
4854,12,1,0,0.0,4,53,3297.0,4992.47,0
4882,12,1,0,0.0,5,43,817.95,2331.55,0
4057,1,0,0,1.0,5,2,85.1,123.28,0
2837,1,0,1,0.0,1,40,4086.3,4200.3,1
4958,1,0,0,1.0,3,20,415.4,1035.8,0
5092,1,0,0,1.0,4,1,47.95,94.18,0
4750,12,1,1,1.0,5,72,7459.0,8848.28,0
4402,1,0,0,0.0,5,4,93.4,183.56,0
3172,1,0,0,0.0,5,4,59.25,198.69,0
5113,24,0,1,0.0,4,64,4869.35,6595.11,0
4276,24,0,1,0.0,3,57,5625.55,5751.52,0
6438,24,0,1,0.0,4,63,4234.15,7416.97,0
4322,12,0,1,0.0,3,71,6585.2,9183.8,0
2939,24,1,1,1.0,4,24,1846.65,2360.97,0
4757,24,0,0,0.0,3,43,1500.25,1540.25,0
5157,1,1,0,1.0,4,63,4896.35,6125.79,0
5717,24,0,0,0.0,3,69,4055.5,4175.5,0
6024,24,0,1,1.0,4,70,5212.65,8521.55,0
2302,12,0,0,0.0,4,9,204.55,219.49,0
3599,1,0,0,1.0,1,2,114.7,157.26,1
4231,1,0,1,1.0,1,10,811.8,1104.2,1
2724,1,0,0,1.0,3,6,483.3,772.84,0
5171,1,1,0,0.0,1,1,30.5,30.5,1
4848,24,1,1,1.0,3,70,5743.3,6328.5,0
6189,12,0,1,1.0,1,54,5893.15,6010.87,1
4499,24,1,0,0.0,4,68,4953.25,7274.09,0
2525,24,0,0,0.0,4,24,828.2,828.2,0
6344,24,0,0,0.0,4,67,3097.2,3062.75,0
4778,12,0,1,1.0,3,56,5253.95,7512.43,0
2269,1,1,1,1.0,3,16,1398.25,1544.81,0
5096,24,1,1,1.0,3,72,6595.9,7717.66,0
5494,1,1,1,1.0,3,14,1164.05,1832.13,0
3766,1,0,0,1.0,4,21,629.35,629.35,0
6092,12,0,0,1.0,3,69,3804.4,4782.82,0
4366,1,0,0,1.0,3,9,576.95,867.74,0
5709,1,0,1,0.0,4,58,4526.85,5844.03,0
2038,1,0,0,1.0,2,1,78.95,102.91,1
5655,12,0,1,0.0,3,33,3694.7,4524.65,0
4138,12,0,0,0.0,4,51,2356.75,4204.45,0
3384,12,1,0,0.0,3,47,4018.05,6085.68,0
4400,24,0,1,0.0,3,66,5265.1,6697.3,1
5536,1,0,1,0.0,1,50,5341.8,6385.8,1
3899,24,1,0,0.0,3,20,825.4,825.4,0
5980,12,0,1,1.0,5,70,6838.6,7425.9,0
2719,12,1,1,0.0,4,45,4368.85,5934.1,0
5881,1,0,0,1.0,3,1,19.65,25.73,1
5527,12,0,0,1.0,5,12,1184.0,1772.0,0
6437,24,0,1,0.0,3,72,8071.05,11514.81,0
5497,1,0,0,0.0,1,16,1573.7,2190.16,1
2447,24,1,0,1.0,3,21,397.0,976.6,0
5128,24,0,1,0.0,3,56,5841.35,7352.67,0
2026,1,0,1,1.0,1,17,1454.15,1659.17,1
2600,24,0,0,0.0,5,7,165.35,231.36,0
5414,24,1,1,1.0,4,70,7882.5,9749.4,0
6302,24,0,0,0.0,4,71,3263.6,3263.6,0
3819,1,0,1,1.0,2,5,416.3,541.85,1
4917,1,0,0,1.0,3,2,120.25,155.65,0
3965,1,1,1,0.0,3,15,324.15,799.45,0
4634,24,1,1,1.0,3,24,587.4,614.76,0
4917,1,0,0,1.0,1,57,2111.45,2191.45,1
4785,1,0,0,0.0,3,8,156.25,247.05,1
6041,12,0,1,1.0,3,59,4786.1,4900.56,0
5475,24,1,1,0.0,4,72,8672.45,11634.53,0
3799,12,0,0,1.0,5,13,270.2,560.23,0
5974,12,0,0,1.0,4,62,4698.05,7074.51,0
2425,1,1,1,0.0,5,31,1825.5,2776.27,0
5742,12,0,1,0.0,5,65,6744.25,8488.2,0
5655,12,0,1,1.0,5,64,1642.75,1900.67,0
5216,24,0,0,0.0,4,59,1192.3,3975.33,0
3924,12,0,1,0.0,5,46,4408.45,5934.73,0
4854,1,1,0,1.0,4,8,475.1,487.58,0
4559,12,0,0,1.0,4,61,1336.35,2916.86,0
3585,1,1,1,1.0,4,23,1849.95,2652.88,0
4588,12,0,0,0.0,3,44,4510.8,6197.32,0
2847,1,0,1,0.0,3,21,1570.7,1639.16,0
5250,1,1,1,1.0,3,25,546.85,1035.85,0
2987,1,0,1,1.0,1,36,3021.6,4161.0,1
6306,24,0,0,0.0,3,59,3886.85,3886.85,0
6252,24,0,1,0.0,3,70,5498.2,5807.33,0
5429,1,0,1,0.0,3,1,74.4,121.76,1
4328,12,0,0,1.0,4,69,7251.9,8916.04,0
2194,1,0,1,1.0,2,3,289.1,368.06,1
5868,24,1,1,0.0,4,62,6019.35,9006.47,0
2070,1,0,0,0.0,3,13,956.65,1347.43,0
5056,1,1,0,1.0,4,2,125.95,190.07,0
4218,24,0,0,0.0,4,53,1048.45,2556.83,0
2250,1,0,0,1.0,3,1,50.75,96.52,0
3764,1,1,0,0.0,1,19,1934.45,2491.38,1
4602,1,1,1,1.0,4,15,1430.05,1883.35,0
4404,1,0,0,0.0,4,7,189.95,189.95,0
4761,12,0,1,1.0,3,58,6526.65,8727.75,0
5777,1,1,0,0.0,3,11,581.7,1134.94,0
5870,24,0,1,1.0,4,13,1261.0,1886.95,0
5447,24,1,0,0.0,3,37,2302.35,4213.19,0
2951,1,0,0,0.0,5,28,2244.95,3192.47,0
6148,12,1,0,0.0,4,67,3994.05,4431.56,0
3306,1,0,0,1.0,3,4,129.6,129.6,0
4512,1,0,0,0.0,4,26,1156.55,1156.55,0
4946,1,0,0,1.0,5,8,553.4,888.84,0
5313,24,0,0,0.0,3,66,3810.8,5412.62,0
3479,12,1,0,1.0,4,18,1087.45,1813.93,0
5834,1,0,0,0.0,2,6,519.15,761.79,1
2833,1,0,0,0.0,1,43,4600.7,5969.39,1
6280,1,0,0,0.0,2,53,2854.55,2834.39,1
2457,1,0,1,0.0,2,10,794.25,1211.75,1
2744,1,0,1,1.0,3,35,3527.6,3894.75,1
3913,12,1,0,0.0,5,17,1445.95,2276.59,0
5667,1,0,0,1.0,3,16,330.25,865.29,0
3097,1,0,0,1.0,3,12,612.1,1174.66,0
3594,24,1,0,0.0,5,24,494.05,1605.25,0
2185,12,0,0,1.0,5,17,307.0,324.31,0
3805,12,0,0,1.0,3,2,89.3,137.12,0
5479,12,1,0,1.0,5,35,2747.2,3243.85,0
4427,24,1,1,1.0,3,72,7609.75,10205.35,0
2813,1,0,1,1.0,3,15,1111.85,1754.3,1
5762,1,0,0,1.0,1,4,317.25,464.89,1
4878,24,1,0,0.0,4,50,1070.25,1576.75,0
5365,12,1,0,0.0,4,41,2894.55,3458.71,0
2183,1,0,0,1.0,4,1,20.35,50.21,0
2985,24,0,0,1.0,3,8,564.35,753.79,0
3684,1,0,0,0.0,2,5,331.9,330.77,1
5869,24,0,1,1.0,3,67,6989.7,10251.26,0
5294,24,0,1,0.0,4,72,7748.75,10003.07,0
5293,24,1,0,1.0,3,16,301.55,415.79,0
5545,1,0,1,0.0,2,42,4273.45,5062.63,1
5507,12,0,1,1.0,5,40,2921.75,3871.35,0
4846,24,0,0,1.0,3,71,5550.1,6842.3,0
5421,1,1,0,0.0,2,1,25.3,35.3,1
6339,1,0,0,0.0,3,52,4331.4,4709.24,0
4162,24,0,0,1.0,3,69,3952.65,3992.65,0
3734,1,0,1,1.0,4,11,990.3,1110.75,0
5057,1,1,1,0.0,5,62,4300.45,6565.93,0
5626,12,0,0,0.0,5,34,3343.15,4533.15,0
4167,1,1,0,1.0,4,15,272.95,515.85,0
4010,12,0,1,1.0,3,63,4786.15,7908.19,0
3795,12,0,0,1.0,3,27,2681.15,3221.69,0
4447,1,0,0,0.0,3,19,1637.3,2203.5,0
4746,24,1,1,1.0,4,59,1534.05,4033.88,0
4117,12,1,0,1.0,5,70,4113.15,4080.62,0
5156,1,1,0,0.0,3,13,764.55,1116.07,0
2855,12,0,0,0.0,4,33,1309.0,1309.0,0
5587,1,0,1,1.0,5,3,89.05,131.35,0
6315,24,1,0,0.0,4,69,7261.75,10221.85,0
3300,1,0,0,0.0,3,16,664.4,664.4,0
4895,1,0,0,0.0,3,9,704.3,770.95,0
3493,24,0,1,0.0,5,31,2845.15,4393.16,0
5928,1,0,1,0.0,3,46,2473.95,3042.86,0
5598,1,0,0,1.0,1,3,169.05,301.42,1
5679,24,0,0,1.0,3,70,5706.2,5781.1,0
6186,24,0,1,0.0,5,60,6333.8,8612.0,0
2839,1,0,0,1.0,5,41,775.6,1410.28,0
5433,1,0,0,0.0,5,16,294.9,691.54,0
2810,1,1,0,0.0,1,40,2139.2,2462.4,1
6144,24,0,1,1.0,3,72,8046.85,9143.41,0
4935,12,0,0,0.0,3,33,1758.9,3345.87,0
4858,1,0,0,0.0,4,7,458.1,795.22,0
5449,1,0,0,0.0,1,29,1970.5,2000.08,1
3638,1,0,0,0.0,2,1,55.2,90.8,1
6107,1,0,0,0.0,3,59,3005.8,3005.8,0
4832,1,0,0,0.0,1,1,20.15,53.73,1
3185,1,0,1,0.0,1,33,3409.6,3783.16,1
4068,12,0,1,0.0,3,71,7953.25,9881.61,0
4060,12,0,1,1.0,3,56,6418.9,7508.66,1
4771,12,0,0,0.0,5,36,2606.35,4221.67,0
4173,24,1,0,0.0,3,56,3346.8,4410.24,0
4390,12,0,0,0.0,3,20,393.15,952.35,0
6209,24,0,0,1.0,3,60,3638.25,5493.45,0
6298,1,0,1,0.0,4,61,6375.2,8062.46,0
3287,1,1,0,0.0,4,26,1147.0,1147.0,0
4023,24,1,1,1.0,4,65,5071.9,5190.85,0
5949,24,0,1,1.0,3,72,8594.4,9881.04,0
4986,12,0,0,1.0,5,64,6603.8,7240.6,0
4754,24,1,1,0.0,4,72,8058.85,11416.21,0
3172,1,1,0,0.0,5,4,62.9,222.46,0
5094,1,0,0,0.0,1,4,237.95,290.03,1
5106,1,0,1,1.0,4,57,5497.05,6191.88,0
4459,1,1,1,1.0,4,22,1949.4,2599.28,0
4800,1,0,1,0.0,3,33,3645.5,5285.27,0
5324,1,1,0,1.0,3,32,2404.15,3441.91,0
4332,12,0,0,0.0,3,40,4116.8,4694.91,0
5444,1,0,1,0.0,3,20,1842.8,2851.6,1
5517,1,1,0,0.0,3,29,1834.15,1875.04,0
3634,1,0,0,0.0,2,11,926.25,1420.59,1
3050,1,0,0,1.0,5,16,1461.15,1629.15,0
4011,1,0,1,0.0,5,54,5295.7,7413.62,0
2010,12,1,0,1.0,4,25,520.1,846.6,0
5453,12,0,1,0.0,5,46,4753.85,5741.01,0
5335,1,0,1,0.0,3,8,778.1,1015.38,1
6193,24,0,1,1.0,3,62,6891.4,9537.56,0
2269,12,0,0,1.0,5,26,504.2,1271.59,0
4016,1,0,1,0.0,1,24,2407.3,3311.86,1
6468,12,0,1,0.0,4,62,5731.45,7241.15,0
3884,1,0,0,0.0,1,1,25.8,45.8,1
4703,12,0,1,1.0,3,64,4392.5,6789.94,0
4277,1,1,0,1.0,2,1,20.15,23.24,1
2125,12,1,1,0.0,5,38,2862.55,3382.01,0
5774,12,0,1,1.0,3,65,6069.25,6276.05,0
5647,1,0,0,0.0,2,33,2171.15,3122.87,1
5028,24,0,1,0.0,4,39,3413.25,4195.59,0
5062,24,0,0,1.0,3,41,875.55,1221.59,0
4990,1,0,0,0.0,3,9,661.55,851.54,0
5020,24,1,0,1.0,3,59,5186.0,7835.83,0
5202,1,0,0,1.0,2,3,262.05,410.25,1
2308,12,1,0,1.0,4,37,1525.35,1525.35,0
4133,24,0,0,0.0,4,57,3265.95,3415.95,0
4969,1,0,1,0.0,3,7,527.9,557.88,1
5104,24,1,0,1.0,4,12,258.35,314.87,0
5331,12,0,1,0.0,3,44,1013.6,2431.28,0
4380,12,1,1,0.0,3,68,5696.6,7714.16,0
2784,24,1,0,1.0,3,29,558.8,1557.56,0
4121,24,1,1,0.0,3,68,7039.45,8133.57,0
2181,1,0,0,0.0,2,6,463.05,511.45,1
6275,24,0,1,0.0,3,72,6083.1,7276.86,0
4172,12,1,0,0.0,3,52,3482.85,3752.51,0
5383,1,0,0,1.0,3,5,492.55,596.85,1
2031,12,0,1,1.0,4,22,1783.6,2217.44,0
3413,24,1,1,1.0,3,47,4318.35,4870.13,0
3529,1,0,0,0.0,2,2,181.65,255.27,1
6284,24,0,0,1.0,3,72,5336.35,6418.51,0
2313,1,0,1,0.0,1,9,919.4,1015.34,1
5763,1,0,1,0.0,1,54,5440.9,7699.72,1
4126,12,0,1,0.0,3,67,7142.5,9719.99,0
5596,12,0,1,0.0,3,70,7069.3,8460.9,0
4146,12,0,1,1.0,3,67,7482.1,9441.18,1
2807,1,0,0,0.0,4,36,3565.65,4242.43,0
2062,1,0,1,0.0,5,9,684.85,997.6,0
3365,12,0,1,1.0,2,48,4029.95,5179.55,1
5375,12,0,0,0.0,2,49,2541.25,2591.25,1
5668,1,0,1,1.0,2,4,305.55,425.47,1
4370,24,1,0,0.0,5,63,1215.1,2747.26,0
4715,1,0,0,1.0,4,30,1474.9,2169.7,0
2613,1,1,1,0.0,4,30,1588.7,1963.4,0
5099,1,1,0,0.0,3,34,716.4,1044.84,0
4039,12,0,0,1.0,3,63,5817.0,8358.42,0
5680,1,0,1,0.0,3,56,5794.45,7921.89,0
3358,1,1,0,0.0,5,1,20.75,28.32,0
3677,1,0,0,0.0,2,14,1180.95,1601.15,1
2989,1,0,1,0.0,3,23,1249.25,2367.74,0
4590,1,1,0,1.0,5,64,6171.2,7605.44,0
2040,12,0,1,0.0,3,43,3953.15,4150.52,0
3108,1,0,0,0.0,4,3,82.15,82.15,0
3492,1,0,1,0.0,1,40,4131.95,5555.15,1
2056,24,0,0,0.0,4,14,672.7,672.7,0
4192,24,0,0,1.0,3,60,1093.0,3917.2,0
6405,12,0,1,1.0,2,54,5373.1,7181.56,1
4085,24,0,0,0.0,3,72,4390.25,4390.25,0
4772,24,1,1,0.0,3,64,1548.65,3922.41,0
5393,1,0,0,1.0,4,30,2438.6,3310.5,0
4564,1,0,0,1.0,1,27,1032.0,1062.0,1
5183,1,0,1,0.0,4,16,1248.9,1795.78,0
2937,1,0,1,1.0,2,1,62.05,119.88,1
2018,1,0,1,1.0,2,24,1712.7,2453.58,1
5745,1,0,1,0.0,2,9,732.5,1009.7,1
4276,12,0,0,1.0,4,33,1955.4,2245.47,0
3463,12,0,0,0.0,4,7,264.8,264.8,0
2125,12,0,1,0.0,3,35,3836.3,5098.5,0
5569,12,0,1,1.0,3,66,6976.75,7804.33,0
3313,1,0,0,0.0,5,1,19.1,24.12,0
6072,12,1,0,0.0,4,67,5598.3,5830.79,0
4404,24,0,0,0.0,5,20,406.95,724.35,0
3122,1,0,0,0.0,4,3,122.7,169.47,0
5052,12,1,1,0.0,4,53,3942.45,5631.03,0
3156,1,0,0,0.0,1,10,740.0,1012.8,1
6442,12,0,1,0.0,5,60,6029.0,7689.8,0
4309,24,0,0,0.0,4,64,1198.05,1517.41,0
4740,24,0,0,0.0,4,10,560.5,560.5,0
3438,1,0,0,1.0,1,1,69.6,104.11,1
4535,24,1,1,1.0,3,62,1638.7,1814.16,0
4328,24,1,0,0.0,4,20,400.0,477.4,0
3660,24,0,0,0.0,4,7,419.35,496.42,0
3305,1,0,0,0.0,1,5,415.55,572.3,1
5584,1,0,0,0.0,5,15,736.8,1212.0,0
5898,24,1,1,0.0,5,54,3246.45,4489.53,0
5075,1,0,0,1.0,3,1,78.8,106.84,1
5615,1,0,0,0.0,2,22,1914.9,2746.5,1
5527,1,0,1,0.0,1,54,6014.85,8588.81,1
5866,24,0,0,1.0,4,70,7511.9,8525.5,0
5758,1,1,0,0.0,2,4,235.1,405.94,1
4263,1,0,0,0.0,1,2,139.4,158.98,1
2876,12,1,0,1.0,3,10,411.45,423.49,0
2754,1,0,1,0.0,3,4,372.45,423.89,1
6203,24,0,0,1.0,3,56,4513.65,4751.09,0
5019,12,1,1,1.0,5,44,4295.35,5422.59,0
5554,1,0,0,1.0,1,37,2345.2,2466.19,1
3878,1,0,1,1.0,2,25,2291.2,3482.7,1
3475,1,0,0,0.0,2,2,91.1,179.08,1
5247,1,0,1,1.0,1,57,5746.15,8145.85,1
2870,12,0,0,1.0,3,16,360.35,1065.15,0
4254,12,0,0,0.0,3,69,7262.0,7435.88,1
4775,12,0,1,1.0,3,56,3512.15,5736.47,0
3074,1,0,1,0.0,3,10,953.45,1386.05,1
5958,12,0,0,0.0,3,28,2598.95,3111.63,1
4376,12,1,0,0.0,4,61,1143.8,3712.51,0
2529,1,0,0,0.0,1,10,298.45,298.45,1
2522,1,1,0,0.0,4,20,442.6,1291.8,0
4761,12,0,1,0.0,3,64,5567.55,5958.91,0
3259,1,0,1,1.0,5,1,54.3,98.32,0
5565,1,0,0,1.0,4,4,176.2,351.28,0
5197,24,0,1,1.0,3,72,6688.95,6812.79,0
3206,12,0,0,0.0,3,11,697.25,752.25,0
2414,1,0,1,1.0,2,2,196.9,273.92,1
2928,1,1,0,1.0,4,13,252.0,774.6,0
4700,1,1,0,0.0,3,53,4779.45,6068.94,0
4414,12,0,0,0.0,4,33,3055.5,4525.32,0
5993,24,0,1,0.0,3,72,6230.1,7095.54,0
3656,12,0,0,1.0,3,26,459.6,505.1,0
2399,12,0,1,0.0,4,42,3344.1,3911.52,0
4790,1,0,0,0.0,5,23,1081.25,2203.23,0
2253,1,0,0,1.0,4,10,583.0,712.6,0
5780,24,1,1,0.0,3,72,7966.9,10343.62,0
5624,1,0,0,0.0,4,12,523.1,897.74,0
4799,12,1,1,1.0,4,64,5629.15,8531.55,0
4415,1,0,1,0.0,2,58,5885.4,6188.98,1
4212,1,0,1,1.0,3,56,5916.95,6056.95,0
4067,24,0,1,1.0,3,72,1871.85,2827.29,0
2782,1,0,0,1.0,4,35,1701.65,1701.65,0
5121,12,0,1,1.0,3,58,6332.75,9041.35,0
2849,1,0,0,0.0,3,1,55.3,91.99,0
3520,1,0,1,0.0,2,5,357.75,592.15,1
5525,24,0,0,1.0,3,7,340.35,414.06,0
4952,24,1,1,1.0,4,59,6555.2,9275.1,0
5050,24,0,1,1.0,5,72,5730.15,7605.03,0
3214,24,1,0,1.0,5,8,125.0,232.44,0
4479,1,0,0,1.0,3,7,137.6,249.88,1
4556,24,0,0,1.0,3,72,4179.2,4179.2,0
4759,12,0,1,0.0,5,17,1070.7,1879.73,0
5115,1,0,1,0.0,1,2,106.55,156.21,1
5671,1,0,1,0.0,1,11,245.2,585.21,1
5219,24,1,0,0.0,3,70,1411.2,3290.7,0
4207,1,0,0,0.0,3,17,592.75,592.75,0
2948,1,1,0,0.0,4,3,75.45,189.0,0
6124,24,0,1,0.0,3,71,8564.75,9004.24,0
4449,12,0,0,1.0,5,2,181.65,257.85,0
4975,24,0,0,0.0,4,48,2627.35,3252.79,0
3579,1,0,0,0.0,3,15,1269.55,1639.0,1
2415,1,0,0,0.0,1,10,934.1,1145.3,1
5423,24,1,0,1.0,5,69,1436.95,2015.86,0
3619,1,0,0,0.0,5,23,1783.75,2132.89,0
2980,1,0,1,0.0,4,35,901.25,2295.65,0
4916,1,0,1,0.0,5,2,117.05,168.67,0
5360,1,0,0,1.0,3,14,667.7,667.7,1
3330,1,0,0,1.0,5,8,137.6,349.36,0
3830,1,0,0,1.0,3,1,20.3,46.67,1
5879,24,1,1,0.0,3,72,8058.55,9206.23,0
4097,1,0,0,1.0,1,10,402.6,747.0,1
3696,1,0,0,0.0,3,16,1430.25,1937.93,1
3802,1,0,0,0.0,1,43,3856.75,5538.91,1
6016,12,0,1,1.0,3,72,6588.95,7421.99,0
2868,24,0,0,0.0,4,3,196.4,336.35,0
5948,1,0,0,0.0,3,18,1794.65,1930.73,0
5666,12,1,1,1.0,5,67,6989.45,9601.11,0
4568,1,1,0,0.0,3,30,1561.5,1561.5,1
5661,24,1,1,0.0,3,55,4657.95,5119.4,0
5841,24,0,0,0.0,3,63,5309.5,7173.04,0
5556,12,0,0,0.0,4,41,3320.75,4887.36,0
5477,24,0,1,1.0,5,56,3389.25,5380.05,0
4796,1,0,1,0.0,4,1,49.8,53.77,0
4389,12,0,1,0.0,3,66,7432.05,8085.45,1
2563,1,1,0,0.0,5,14,1152.8,1715.88,0
5443,12,1,0,0.0,3,68,1193.55,3583.07,0
2166,1,0,0,0.0,3,3,152.3,236.87,0
3428,12,0,1,0.0,5,25,733.55,823.55,0
4905,24,0,0,0.0,4,60,5611.75,7561.75,0
4408,24,0,0,0.0,5,57,1115.6,3672.62,0
5928,1,0,0,0.0,3,7,580.1,617.86,0
5906,1,0,1,1.0,1,8,819.4,1143.0,1
3722,1,0,0,0.0,2,6,547.65,578.61,1
4412,12,0,1,0.0,1,61,6405.0,8546.71,1
2016,1,0,1,0.0,1,7,700.85,943.47,1
5092,24,1,0,0.0,3,72,7447.7,8698.74,0
2721,1,1,1,1.0,3,15,1559.25,1622.1,0
2878,1,0,0,0.0,3,5,92.05,301.7,0
3155,24,0,1,0.0,3,47,2754.0,3448.66,0
2626,1,0,0,0.0,5,46,2168.9,4023.62,0
6161,12,0,0,1.0,4,54,3529.95,3774.44,0
4451,12,0,0,1.0,5,12,219.35,419.99,0
4204,1,0,0,0.0,3,18,358.5,771.96,0
3971,12,0,0,0.0,5,11,184.95,472.16,0
4154,1,0,0,0.0,2,1,69.8,102.66,1
2233,1,0,1,0.0,1,29,2653.65,2834.9,1
3142,1,0,1,1.0,5,47,5135.15,7423.58,0
